created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,cleaned_text,normalized_text,no_stopwords_text,stemmed_text,tokens_stemmed,tokens,cluster
Tue Apr 29 23:15:41 +0000 2025,0,@B4ng_Hans Sebenernya gampang aja jokowi perlihatkan ijazah n skripsinya dites sama2.. Kenpa malah main petak umpet n membiarkan polemik ini makin liat smpai sewa pengacara segala... Ga salah juga kl semuanya pada curiga kl itu palsa,in,0,0,0,sebenernya gampang aja jokowi perlihatkan ijazah n skripsinya dites sama kenpa malah main petak umpet n membiarkan polemik ini makin liat smpai sewa pengacara segala ga salah juga kl semuanya pada curiga kl itu palsa,sebenernya gampang aja jokowi perlihatkan ijazah n skripsinya dites sama kenpa malah main petak umpet n membiarkan polemik ini makin liat smpai sewa pengacara segala tidak salah juga kl semuanya pada curiga kl itu palsa,sebenernya gampang aja jokowi perlihatkan ijazah n skripsinya dites kenpa main petak umpet n membiarkan polemik liat smpai sewa pengacara salah kl curiga kl palsa,sebenernya gampang aja jokowi lihat ijazah n skripsi tes kenpa main petak umpet n biar polemik liat smpai sewa acara salah kl curiga kl palsa,"['sebenernya', 'gampang', 'aja', 'jokowi', 'lihat', 'ijazah', 'n', 'skripsi', 'tes', 'kenpa', 'main', 'petak', 'umpet', 'n', 'biar', 'polemik', 'liat', 'smpai', 'sewa', 'acara', 'salah', 'kl', 'curiga', 'kl', 'palsa']","['sebenernya', 'gampang', 'aja', 'jokowi', 'lihat', 'ijazah', 'n', 'skripsi', 'tes', 'kenpa', 'main', 'petak', 'umpet', 'n', 'biar', 'polemik', 'liat', 'smpai', 'sewa', 'acara', 'salah', 'kl', 'curiga', 'kl', 'palsa']",4
Tue Apr 29 23:14:52 +0000 2025,1,@tham878 Lah si @DianSandiU ngaku asli ijazah jokowi yg dia upload kok kau tanya dia lah suruh buktikan,in,1,1,0,lah si ngaku asli ijazah jokowi yg dia upload kok kau tanya dia lah suruh buktikan,lah si ngaku asli ijazah jokowi yang dia upload kok kau tanya dia lah suruh buktikan,si ngaku asli ijazah jokowi upload kau suruh buktikan,si ngaku asli ijazah jokowi upload kau suruh bukti,"['si', 'ngaku', 'asli', 'ijazah', 'jokowi', 'upload', 'kau', 'suruh', 'bukti']","['si', 'ngaku', 'asli', 'ijazah', 'jokowi', 'upload', 'kau', 'suruh', 'bukti']",4
Tue Apr 29 23:13:30 +0000 2025,29,@SianiparRismon dan @KRMT_RoySuryo vs Partai Sebar Ijazah (PSI) Ternyata penyataan pakar tentang ilmiahnya ijazah buat ybs ini jawabnya di masa modern akhirnya terkuaklah kebohongan2 baru. Wujud bakti nyata utk menutupi kebohongan oleh orang2an Jokowi di PSI. https://t.co/ole1pzlXh7,in,7,7,12,dan vs partai sebar ijazah psi ternyata penyataan pakar tentang ilmiahnya ijazah buat ybs ini jawabnya di masa modern akhirnya terkuaklah kebohongan baru wujud bakti nyata utk menutupi kebohongan oleh orangan jokowi di psi,dan vs partai sebar ijazah psi ternyata penyataan pakar tentang ilmiahnya ijazah buat ybs ini jawabnya di masa modern akhirnya terkuaklah kebohongan baru wujud bakti nyata untuk menutupi kebohongan oleh orangan jokowi di psi,vs partai sebar ijazah psi penyataan pakar ilmiahnya ijazah ybs modern terkuaklah kebohongan wujud bakti nyata menutupi kebohongan orangan jokowi psi,vs partai sebar ijazah psi nyata pakar ilmiah ijazah ybs modern kuak bohong wujud bakti nyata tutup bohong orang jokowi psi,"['vs', 'partai', 'sebar', 'ijazah', 'psi', 'nyata', 'pakar', 'ilmiah', 'ijazah', 'ybs', 'modern', 'kuak', 'bohong', 'wujud', 'bakti', 'nyata', 'tutup', 'bohong', 'orang', 'jokowi', 'psi']","['vs', 'partai', 'sebar', 'ijazah', 'psi', 'nyata', 'pakar', 'ilmiah', 'ijazah', 'ybs', 'modern', 'kuak', 'bohong', 'wujud', 'bakti', 'nyata', 'tutup', 'bohong', 'orang', 'jokowi', 'psi']",2
Tue Apr 29 23:08:44 +0000 2025,0,@alisyarief @JihadDrebond Gus Nur &amp; Bambang tri adalah korban kedholiman si Jokowi yg melalui tangan polisi jaksa dan hakim JANCUK . Rakyat Indonesia sudah ngerti dan paham kalo Ijazah dan skripsi Jokowi itu PALSU. Kalo punya otak jangan seperti Anjing. Dasar NdasMu. JANCUK loe. @jokowi @ListyoSigitP,in,0,0,0,gus nur amp bambang tri adalah korban kedholiman si jokowi yg melalui tangan polisi jaksa dan hakim jancuk rakyat indonesia sudah ngerti dan paham kalo ijazah dan skripsi jokowi itu palsu kalo punya otak jangan seperti anjing dasar ndasmu jancuk loe,gus nur amp bambang tri adalah korban kedholiman si jokowi yang melalui tangan polisi jaksa dan hakim jancuk rakyat indonesia sudah ngerti dan paham kalo ijazah dan skripsi jokowi itu palsu kalo punya otak jangan seperti anjing dasar ndasmu jancuk loe,gus nur amp bambang tri korban kedholiman si jokowi tangan polisi jaksa hakim jancuk rakyat indonesia ngerti paham kalo ijazah skripsi jokowi palsu kalo otak anjing dasar ndasmu jancuk loe,gus nur amp bambang tri korban kedholiman si jokowi tangan polisi jaksa hakim jancuk rakyat indonesia ngerti paham kalo ijazah skripsi jokowi palsu kalo otak anjing dasar ndasmu jancuk loe,"['gus', 'nur', 'amp', 'bambang', 'tri', 'korban', 'kedholiman', 'si', 'jokowi', 'tangan', 'polisi', 'jaksa', 'hakim', 'jancuk', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'skripsi', 'jokowi', 'palsu', 'kalo', 'otak', 'anjing', 'dasar', 'ndasmu', 'jancuk', 'loe']","['gus', 'nur', 'amp', 'bambang', 'tri', 'korban', 'kedholiman', 'si', 'jokowi', 'tangan', 'polisi', 'jaksa', 'hakim', 'jancuk', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'skripsi', 'jokowi', 'palsu', 'kalo', 'otak', 'anjing', 'dasar', 'ndasmu', 'jancuk', 'loe']",1
Tue Apr 29 23:07:11 +0000 2025,1,@STresnowati1 UGM punya kewenangan terbitkan ijazah asli kenapa harus terbitkan ijazah palsu ? Siap masuk penjara untuk pembenci Jokowi,in,0,0,1,ugm punya kewenangan terbitkan ijazah asli kenapa harus terbitkan ijazah palsu siap masuk penjara untuk pembenci jokowi,ugm punya kewenangan terbitkan ijazah asli kenapa harus terbitkan ijazah palsu siap masuk penjara untuk pembenci jokowi,ugm kewenangan terbitkan ijazah asli terbitkan ijazah palsu masuk penjara pembenci jokowi,ugm wenang terbit ijazah asli terbit ijazah palsu masuk penjara benci jokowi,"['ugm', 'wenang', 'terbit', 'ijazah', 'asli', 'terbit', 'ijazah', 'palsu', 'masuk', 'penjara', 'benci', 'jokowi']","['ugm', 'wenang', 'terbit', 'ijazah', 'asli', 'terbit', 'ijazah', 'palsu', 'masuk', 'penjara', 'benci', 'jokowi']",0
Tue Apr 29 23:05:04 +0000 2025,0,@OposisiCerdas @msaid_didu Kuasa hukum Molyono Otak TAIK Anjing piaraan Mulyono loe.. Luruskan TAIK Anjing . Rakyat Indonesia sudah ngerti dan paham kalo Ijazah dan skripsi Jokowi yg kalian bela itu PALSU. Kalo punya otak jangan seperti Anjing. Dasar NdasMu. JANCUK loe. @jokowi,in,0,0,0,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia sudah ngerti dan paham kalo ijazah dan skripsi jokowi yg kalian bela itu palsu kalo punya otak jangan seperti anjing dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia sudah ngerti dan paham kalo ijazah dan skripsi jokowi yang kalian bela itu palsu kalo punya otak jangan seperti anjing dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia ngerti paham kalo ijazah skripsi jokowi bela palsu kalo otak anjing dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piara mulyono loe lurus taik anjing rakyat indonesia ngerti paham kalo ijazah skripsi jokowi bela palsu kalo otak anjing dasar ndasmu jancuk loe,"['kuasa', 'hukum', 'molyono', 'otak', 'taik', 'anjing', 'piara', 'mulyono', 'loe', 'lurus', 'taik', 'anjing', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'skripsi', 'jokowi', 'bela', 'palsu', 'kalo', 'otak', 'anjing', 'dasar', 'ndasmu', 'jancuk', 'loe']","['kuasa', 'hukum', 'molyono', 'otak', 'taik', 'anjing', 'piara', 'mulyono', 'loe', 'lurus', 'taik', 'anjing', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'skripsi', 'jokowi', 'bela', 'palsu', 'kalo', 'otak', 'anjing', 'dasar', 'ndasmu', 'jancuk', 'loe']",1
Tue Apr 29 23:03:12 +0000 2025,1,@AriskaPutraS @Nndraee07 @xquitavee @alisyarief @jokowi @prabowo @UGMYogyakarta Mulyono merasa pendukungnya msh banyak. Dia akan memanfaatkan ontran² dugaan ijazah palsu ini utk menjaga rating nya tetap tinggi sampai bbrp waktu ke depan. Karna sangat blh jd dia berkeyakinan bahwa rating dia adalah rating fufufafa. Wallahu a'lam bishawab,in,0,0,0,mulyono merasa pendukungnya msh banyak dia akan memanfaatkan ontran dugaan ijazah palsu ini utk menjaga rating nya tetap tinggi sampai bbrp waktu ke depan karna sangat blh jd dia berkeyakinan bahwa rating dia adalah rating fufufafa wallahu alam bishawab,mulyono merasa pendukungnya msh banyak dia akan memanfaatkan ontran dugaan ijazah palsu ini untuk menjaga rating nya tetap tinggi sampai bbrp waktu ke depan karna sangat blh jd dia berkeyakinan bahwa rating dia adalah rating fufufafa wallahu alam bishawab,mulyono pendukungnya msh memanfaatkan ontran dugaan ijazah palsu menjaga rating nya tinggi bbrp karna blh jd berkeyakinan rating rating fufufafa wallahu alam bishawab,mulyono dukung msh manfaat ontran duga ijazah palsu jaga rating nya tinggi bbrp karna blh jd yakin rating rating fufufafa wallahu alam bishawab,"['mulyono', 'dukung', 'msh', 'manfaat', 'ontran', 'duga', 'ijazah', 'palsu', 'jaga', 'rating', 'nya', 'tinggi', 'bbrp', 'karna', 'blh', 'jd', 'yakin', 'rating', 'rating', 'fufufafa', 'wallahu', 'alam', 'bishawab']","['mulyono', 'dukung', 'msh', 'manfaat', 'ontran', 'duga', 'ijazah', 'palsu', 'jaga', 'rating', 'nya', 'tinggi', 'bbrp', 'karna', 'blh', 'jd', 'yakin', 'rating', 'rating', 'fufufafa', 'wallahu', 'alam', 'bishawab']",1
Tue Apr 29 23:03:09 +0000 2025,0,@alisyarief Kuasa hukum Molyono Otak TAIK Anjing piaraan Mulyono loe.. Luruskan TAIK Anjing . Rakyat Indonesia sudah ngerti dan paham kalo Ijazah junjungan loe yg engkau bela PALSU. punya Mulut seperti Anjing Menggonggong. Dasar NdasMu. JANCUK loe. @jokowi @prabowo,in,0,0,0,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia sudah ngerti dan paham kalo ijazah junjungan loe yg engkau bela palsu punya mulut seperti anjing menggonggong dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia sudah ngerti dan paham kalo ijazah junjungan loe yang engkau bela palsu punya mulut seperti anjing menggonggong dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piaraan mulyono loe luruskan taik anjing rakyat indonesia ngerti paham kalo ijazah junjungan loe engkau bela palsu mulut anjing menggonggong dasar ndasmu jancuk loe,kuasa hukum molyono otak taik anjing piara mulyono loe lurus taik anjing rakyat indonesia ngerti paham kalo ijazah junjung loe engkau bela palsu mulut anjing gonggong dasar ndasmu jancuk loe,"['kuasa', 'hukum', 'molyono', 'otak', 'taik', 'anjing', 'piara', 'mulyono', 'loe', 'lurus', 'taik', 'anjing', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'junjung', 'loe', 'engkau', 'bela', 'palsu', 'mulut', 'anjing', 'gonggong', 'dasar', 'ndasmu', 'jancuk', 'loe']","['kuasa', 'hukum', 'molyono', 'otak', 'taik', 'anjing', 'piara', 'mulyono', 'loe', 'lurus', 'taik', 'anjing', 'rakyat', 'indonesia', 'ngerti', 'paham', 'kalo', 'ijazah', 'junjung', 'loe', 'engkau', 'bela', 'palsu', 'mulut', 'anjing', 'gonggong', 'dasar', 'ndasmu', 'jancuk', 'loe']",1
Tue Apr 29 23:02:50 +0000 2025,0,@xquitavee @alisyarief Di kura gentar. .gak ..nanti terlapor bisa nuntut balik pembuktian keaslian dengan menguji segala yg berhubungan dengan ijazah jokowi,in,0,1,0,di kura gentar gak nanti terlapor bisa nuntut balik pembuktian keaslian dengan menguji segala yg berhubungan dengan ijazah jokowi,di kura gentar tidak nanti terlapor bisa nuntut balik pembuktian keaslian dengan menguji segala yang berhubungan dengan ijazah jokowi,kura gentar terlapor nuntut pembuktian keaslian menguji berhubungan ijazah jokowi,kura gentar lapor nuntut bukti asli uji hubung ijazah jokowi,"['kura', 'gentar', 'lapor', 'nuntut', 'bukti', 'asli', 'uji', 'hubung', 'ijazah', 'jokowi']","['kura', 'gentar', 'lapor', 'nuntut', 'bukti', 'asli', 'uji', 'hubung', 'ijazah', 'jokowi']",4
Tue Apr 29 23:02:30 +0000 2025,0,Kasus Ijazah Jokowi Diberitakan Media Asing https://t.co/lxCHHIs6b6 https://t.co/t83exeiOjO,in,0,0,0,kasus ijazah jokowi diberitakan media asing,kasus ijazah jokowi diberitakan media asing,ijazah jokowi diberitakan media asing,ijazah jokowi berita media asing,"['ijazah', 'jokowi', 'berita', 'media', 'asing']","['ijazah', 'jokowi', 'berita', 'media', 'asing']",4
Tue Apr 29 23:01:47 +0000 2025,0,Full Tiga Pelapor Ijazah Jokowi Bersaksi | Rakyat Bersuara |29/04 https://t.co/qP1Yrk5auF via @YouTube,in,0,0,0,full tiga pelapor ijazah jokowi bersaksi rakyat bersuara via,full tiga pelapor ijazah jokowi bersaksi rakyat bersuara via,full tiga pelapor ijazah jokowi bersaksi rakyat bersuara via,full tiga lapor ijazah jokowi saksi rakyat suara via,"['full', 'tiga', 'lapor', 'ijazah', 'jokowi', 'saksi', 'rakyat', 'suara', 'via']","['full', 'tiga', 'lapor', 'ijazah', 'jokowi', 'saksi', 'rakyat', 'suara', 'via']",4
Tue Apr 29 23:00:54 +0000 2025,0,@Franken_blues Yg aneh itu buzerp.harusnya ijazah para pemimpin itu clear tidak kontrofersi.tak hanya jokowi saja tp siapapun jika mencurigakan ya proses.,in,0,0,0,yg aneh itu buzerpharusnya ijazah para pemimpin itu clear tidak kontrofersitak hanya jokowi saja tp siapapun jika mencurigakan ya proses,yang aneh itu buzerpharusnya ijazah para pemimpin itu clear tidak kontrofersitak hanya jokowi saja tp siapapun jika mencurigakan ya proses,aneh buzerpharusnya ijazah pemimpin clear kontrofersitak jokowi tp mencurigakan ya proses,aneh buzerpharusnya ijazah pimpin clear kontrofersitak jokowi tp curiga ya proses,"['aneh', 'buzerpharusnya', 'ijazah', 'pimpin', 'clear', 'kontrofersitak', 'jokowi', 'tp', 'curiga', 'ya', 'proses']","['aneh', 'buzerpharusnya', 'ijazah', 'pimpin', 'clear', 'kontrofersitak', 'jokowi', 'tp', 'curiga', 'ya', 'proses']",4
Tue Apr 29 22:57:47 +0000 2025,0,@NenkMonica Malah nuduh orang yg menggugat ijazah palsu bilang itu asli.. eh gimana sih? Gegara ini jadi bingung gue.. kok malah pihak lawan yang bilang roy suryo melakukan kebodohan publik bahwa ijazah jokowi asli? Wait what!!!,in,0,0,0,malah nuduh orang yg menggugat ijazah palsu bilang itu asli eh gimana sih gegara ini jadi bingung gue kok malah pihak lawan yang bilang roy suryo melakukan kebodohan publik bahwa ijazah jokowi asli wait what,malah nuduh orang yang menggugat ijazah palsu bilang itu asli eh gimana sih gegara ini jadi bingung gue kok malah pihak lawan yang bilang roy suryo melakukan kebodohan publik bahwa ijazah jokowi asli wait what,nuduh orang menggugat ijazah palsu bilang asli eh gimana sih gegara bingung gue lawan bilang roy suryo kebodohan publik ijazah jokowi asli wait what,nuduh orang gugat ijazah palsu bilang asli eh gimana sih gegara bingung gue lawan bilang roy suryo bodoh publik ijazah jokowi asli wait what,"['nuduh', 'orang', 'gugat', 'ijazah', 'palsu', 'bilang', 'asli', 'eh', 'gimana', 'sih', 'gegara', 'bingung', 'gue', 'lawan', 'bilang', 'roy', 'suryo', 'bodoh', 'publik', 'ijazah', 'jokowi', 'asli', 'wait', 'what']","['nuduh', 'orang', 'gugat', 'ijazah', 'palsu', 'bilang', 'asli', 'eh', 'gimana', 'sih', 'gegara', 'bingung', 'gue', 'lawan', 'bilang', 'roy', 'suryo', 'bodoh', 'publik', 'ijazah', 'jokowi', 'asli', 'wait', 'what']",4
Tue Apr 29 22:55:16 +0000 2025,7,Pengaduan Jokowi Ijazah Palsu Bareskrim Mulai BAP Pengurus TPUA https://t.co/pmrUMKUtWe lewat @Keuangan News,in,0,0,4,pengaduan jokowi ijazah palsu bareskrim mulai bap pengurus tpua lewat news,pengaduan jokowi ijazah palsu bareskrim mulai bap pengurus tpua lewat news,pengaduan jokowi ijazah palsu bareskrim bap pengurus tpua news,adu jokowi ijazah palsu bareskrim bap urus tpua news,"['adu', 'jokowi', 'ijazah', 'palsu', 'bareskrim', 'bap', 'urus', 'tpua', 'news']","['adu', 'jokowi', 'ijazah', 'palsu', 'bareskrim', 'bap', 'urus', 'tpua', 'news']",1
Tue Apr 29 22:54:48 +0000 2025,1,@alisyarief Si Silvester itu adalah Anjing piaraan Jokowi yg sudah terbiasa makan TAIK Cuan Jokowi. sudah jelas Ijazah Jokowi palsu skripsi nya palsu masih ngotot bela Molyono. Dasar NdasMu..@jokowi,in,0,1,0,si silvester itu adalah anjing piaraan jokowi yg sudah terbiasa makan taik cuan jokowi sudah jelas ijazah jokowi palsu skripsi nya palsu masih ngotot bela molyono dasar ndasmu,si silvester itu adalah anjing piaraan jokowi yang sudah terbiasa makan taik cuan jokowi sudah jelas ijazah jokowi palsu skripsi nya palsu masih ngotot bela molyono dasar ndasmu,si silvester anjing piaraan jokowi terbiasa makan taik cuan jokowi ijazah jokowi palsu skripsi nya palsu ngotot bela molyono dasar ndasmu,si silvester anjing piara jokowi biasa makan taik cuan jokowi ijazah jokowi palsu skripsi nya palsu ngotot bela molyono dasar ndasmu,"['si', 'silvester', 'anjing', 'piara', 'jokowi', 'biasa', 'makan', 'taik', 'cuan', 'jokowi', 'ijazah', 'jokowi', 'palsu', 'skripsi', 'nya', 'palsu', 'ngotot', 'bela', 'molyono', 'dasar', 'ndasmu']","['si', 'silvester', 'anjing', 'piara', 'jokowi', 'biasa', 'makan', 'taik', 'cuan', 'jokowi', 'ijazah', 'jokowi', 'palsu', 'skripsi', 'nya', 'palsu', 'ngotot', 'bela', 'molyono', 'dasar', 'ndasmu']",1
Tue Apr 29 22:53:20 +0000 2025,0,JOKOWI DIMINTA HATI-HATI! Dokter Tifa: Dugaan Ijazah Palsu Jadi Isu Internasional Bisa Masuk Jurang https://t.co/UPXFgITMi9 https://t.co/hyGERydIKS,in,0,0,0,jokowi diminta hatihati dokter tifa dugaan ijazah palsu jadi isu internasional bisa masuk jurang,jokowi diminta hatihati dokter tifa dugaan ijazah palsu jadi isu internasional bisa masuk jurang,jokowi hatihati dokter tifa dugaan ijazah palsu isu internasional masuk jurang,jokowi hatihati dokter tifa duga ijazah palsu isu internasional masuk jurang,"['jokowi', 'hatihati', 'dokter', 'tifa', 'duga', 'ijazah', 'palsu', 'isu', 'internasional', 'masuk', 'jurang']","['jokowi', 'hatihati', 'dokter', 'tifa', 'duga', 'ijazah', 'palsu', 'isu', 'internasional', 'masuk', 'jurang']",1
Tue Apr 29 22:52:30 +0000 2025,12,@MasBRO_back @DokterTifa Good job Dok maju terus tegakan kebenaran publik mendukung tim Anda Semoga berhasil membongkar kss ijazah bodong Jokowi,in,0,0,1,good job dok maju terus tegakan kebenaran publik mendukung tim anda semoga berhasil membongkar kss ijazah bodong jokowi,good job dok maju terus tegakan kebenaran publik mendukung tim anda semoga berhasil membongkar kss ijazah bodong jokowi,good job dok maju tegakan kebenaran publik mendukung tim semoga berhasil membongkar kss ijazah bodong jokowi,good job dok maju tega benar publik dukung tim moga hasil bongkar kss ijazah bodong jokowi,"['good', 'job', 'dok', 'maju', 'tega', 'benar', 'publik', 'dukung', 'tim', 'moga', 'hasil', 'bongkar', 'kss', 'ijazah', 'bodong', 'jokowi']","['good', 'job', 'dok', 'maju', 'tega', 'benar', 'publik', 'dukung', 'tim', 'moga', 'hasil', 'bongkar', 'kss', 'ijazah', 'bodong', 'jokowi']",2
Tue Apr 29 22:49:37 +0000 2025,0,@Epricila10 Semoga terbongkar Ijazah Pak Jokowi yang PALSU,in,0,0,0,semoga terbongkar ijazah pak jokowi yang palsu,semoga terbongkar ijazah pak jokowi yang palsu,semoga terbongkar ijazah jokowi palsu,moga bongkar ijazah jokowi palsu,"['moga', 'bongkar', 'ijazah', 'jokowi', 'palsu']","['moga', 'bongkar', 'ijazah', 'jokowi', 'palsu']",1
Tue Apr 29 22:48:40 +0000 2025,0,@DianSandiU @psi_id balikin dulu ijazah Pak Jokowi bro...,in,0,0,0,balikin dulu ijazah pak jokowi bro,balikin dulu ijazah pak jokowi bro,balikin ijazah jokowi bro,balikin ijazah jokowi bro,"['balikin', 'ijazah', 'jokowi', 'bro']","['balikin', 'ijazah', 'jokowi', 'bro']",4
Tue Apr 29 22:46:11 +0000 2025,0,@PngAdilnR4kyt Jokowi jadi pelopor yang penting bisa kerja nggak perlu ijazah mentereng. Kalau benar dia nggak ada ijazah. Bu Susi Bob Sadino Eka Tjipta Wijaya bahkan Steve Jobs mereka sukses tanpa ijazah mentereng. Ayo hapus syarat ijazah mentereng yang penting lolos test dan bisa kerja.,in,0,0,0,jokowi jadi pelopor yang penting bisa kerja nggak perlu ijazah mentereng kalau benar dia nggak ada ijazah bu susi bob sadino eka tjipta wijaya bahkan steve jobs mereka sukses tanpa ijazah mentereng ayo hapus syarat ijazah mentereng yang penting lolos test dan bisa kerja,jokowi jadi pelopor yang penting bisa kerja nggak perlu ijazah mentereng kalau benar dia nggak ada ijazah bu susi bob sadino eka tjipta wijaya bahkan steve jobs mereka sukses tanpa ijazah mentereng ayo hapus syarat ijazah mentereng yang penting lolos test dan bisa kerja,jokowi pelopor kerja nggak ijazah mentereng nggak ijazah bu susi bob sadino eka tjipta wijaya steve jobs sukses ijazah mentereng ayo hapus syarat ijazah mentereng lolos test kerja,jokowi pelopor kerja nggak ijazah mentereng nggak ijazah bu sus bob sadino eka tjipta wijaya steve jobs sukses ijazah mentereng ayo hapus syarat ijazah mentereng lolos test kerja,"['jokowi', 'pelopor', 'kerja', 'nggak', 'ijazah', 'mentereng', 'nggak', 'ijazah', 'bu', 'sus', 'bob', 'sadino', 'eka', 'tjipta', 'wijaya', 'steve', 'jobs', 'sukses', 'ijazah', 'mentereng', 'ayo', 'hapus', 'syarat', 'ijazah', 'mentereng', 'lolos', 'test', 'kerja']","['jokowi', 'pelopor', 'kerja', 'nggak', 'ijazah', 'mentereng', 'nggak', 'ijazah', 'bu', 'sus', 'bob', 'sadino', 'eka', 'tjipta', 'wijaya', 'steve', 'jobs', 'sukses', 'ijazah', 'mentereng', 'ayo', 'hapus', 'syarat', 'ijazah', 'mentereng', 'lolos', 'test', 'kerja']",4
